id,origin_id,filename,context1,context2,label
58,366,12_Township,"Perform advertising or marketing services, including letting you know about our products, services and events that may be of interest to you by email or other forms of electronic communication - Promote our goods and services - Management Reporting (including at an intra-group level) We may use your personal data to: Our lawful basis for doing so is: Send you marketing communications via email Consent If you object to us using your personal data for the above purposes, including direct marketing, please let us know using the email address provided in section 1.
Wh ere we use your email to communicate marketing information to you we will seek your prior consent wh ere required to do so by law.
We do not knowingly collect or solicit personal data about or direct or target interest-based advertising to anyone under the age of 16 or knowingly allow such persons to use our Services.
If you are under 16, please do not send any data about yourself to us, including your name, address, telephone number, or email address.","Targeting Cookies
These cookies may be set through our site by our advertising partners.
They may be used by those companies to build a profile of your interests and show you relevant adverts on other sites.
They do not store directly personal information, but are based on uniquely identifying your browser and internet device.",0
59,367,12_Township,"All these recipients are themselves responsible to comply with the EU data protection rules.
Some of the vendors that we engage to are located outside the European Economic Area.
Wh ere the EU Commission did not recognise them as locations providing adequate protection for personal data, we rely on lawful safeguards as described above.
You may request a copy of these agreements by contacting us using the email address in the Who is Responsible for Processing Your Data and How to Contact Us section above. 5.","PrivacyWhen
you visit any website, it may store or retrieve information on your browser, mostly in the form of cookies.
This information might be about you, your preferences or your device and is mostly used to make the site work as you expect it to.
The information does not usually directly identify you, but it can give you a more personalized web experience.",0
60,368,12_Township,"We will process your personal data only for as long as is necessary for the purposes for which it was collected in connection with the provision of service to you, unless we have a legal right or obligation to retain the data for a longer period, or the data is necessary for the establishment, exercise or defence of legal claims.
2.2 REPRESENTATIVES OF OUR EXISTING OR PROSPECTIVE CORPORATE CUSTOMERS, BUSINESS PARTNERS, AND VENDORS We may collect personal data related to employees, directors, authorised signatories, or other individuals associated with PLR???s existing or prospective corporate customers, business partners, and vendors.
A ???SOURCES OF PERSONAL DATA We may obtain your personal data fr om the following sources: a) fr om you directly, b) from a company that employs you, if you are an employee of our existing or prospective customer, business partner, or vendor, c) during networking events that we have either hosted, or sponsored, or attended, including from entities conducting network events; and/or d) from publicly available sources and social media networks (for example, your company website or social media sites, such as LinkedIn).
We may collect the following categories of personal data relating to our existing or prospective customers??? business partners??? and vendors???employees, officers, authorised signatories, and other associated individuals: a) name; b) business address; c) business email address; d) business telephone number; and/or e) job title.","However, blocking some types of cookies may impact your experience of the site and the services we are able to offer. More informationStrictly Necessary CookiesAlways ActiveThese cookies are necessary for the website to function and cannot be switched off in our systems.
They are usually only set in response to actions made by you which amount to a request for services, such as setting your privacy preferences, logging in or filling in forms.
You can set your browser to block or alert you about these cookies, but some parts of the site will not then work.
These cookies do not store any personally identifiable information.",0
61,372,12_Township,"C ???WHY DO WE COLLECT YOUR PERSONAL DATA AND WHAT ARE OUR LAWFUL BASES FOR IT? Visitors to our Premises We may use your personal data to: Our lawful basis for doing so is: Our legitimate interests in doing so are: Security Legitimate Interest Managing security, risk and crime prevention Maintain records of visitors to our premises Legitimate Interest Management Reporting If you object to us using your personal data for the above purposes, please let us know using the email address provided in section 1.
We keep your personal data for as long as necessary to ensure security of visitors to our premises and as soon as it is no longer necessary, usually after 90 days, we delete it. 3.
WHO DO WE SHARE YOUR PERSONAL DATA WITH Our Partner Organisations and Service Providers We may disclose information about you to organisations that provide a service to us, ensuring that they are contractually obligated to keep your personal data confidential and will comply with the GDPR and other relevant data protection laws.
We may share your information with the following types of service providers: a) technical support providers who assist with our website and IT infrastructure, b) software providers, including ??software as a service???solution providers, wh ere the provider hosts the relevant personal data on our behalf; c) professional advisers such as solicitors, accountants, tax advisors, auditors and insurance brokers; d) providers that help us generate and collate reviews in relation to our goods and services; e) our advertising and promotional agencies and consultants and those organisations or online platforms selected by us to carry out marketing campaigns on our behalf and to advertise their own products or services that may be of interest to you.","Targeting Cookies
These cookies may be set through our site by our advertising partners.
They may be used by those companies to build a profile of your interests and show you relevant adverts on other sites.
They do not store directly personal information, but are based on uniquely identifying your browser and internet device.",1
62,382,132_PhotoshopExpress,"Adobe Services and Software We collect information you provide to us (e.g., when you access and use our Services and Software) or permit us to collect (e.g., as part of a third-party integration).
We also collect or generate information about how you access and use our Services and Software, including when you use a desktop or mobile app feature that takes you online (such as a photo syncing feature).
Depending on the Services and Software you access and use, this information may be associated with your device or browser or it may be associated with your Adobe account or content.
It includes: Analytics or other electronic network activity, such as: IP address; Browser and device information, including browser and device type, settings, unique identifiers, version, language settings, and configuration; Webpage that led you to an Adobe website; Search terms entered into a search engine which led you to an Adobe website; Use and navigation of Services and Software, including how you interact with Adobe websites (collected through cookies and similar technologies, or by Adobe servers when you are logged into the app or website); Analysis of your use and navigation of the Services and Software;","Other optional information, if not provided, may impact our ability to provide a personalized experience or tailored content or offerings.
What rights do I have in my state?
In addition to the rights above, see Additional US State Privacy Rights for more information.
Withdrawing consent or otherwise objecting to direct marketing The Adobe family of companies (see list of Adobe entities and our acquired companies) and companies we hire to help market our Services and Software on our behalf may use your information to provide you with information and offers related to Adobe.",0
63,383,133_PicCollage_ Photo Grid Editor,"We also provide you with personalized ads to show you content that???s tailored to you.
The ads are provided by the following companies:InMobi, Facebook, and GoogleClick on the company links above to learn more about the information they collect and how they process it to serve you personalized content.
To provide users with an efficient way to communicate with PicCollage, we use Zendesk, a customer service platform, to receive your feedback and offer timely responses to any questions you have.
Please note we will receive your IP address and email address when you try to contact us through Zendesk.","However, we cannot delete your personal information except by also deleting your user account.
Also, information that others have shared about you is not part of your account and will not be deleted.
If you would like to delete your account to remove all data history, please follow these instructions.
From the PicCollage Website Log into your PicCollage accountGo to the Settings PageScroll to the bottom of the page and select ??Delete Account??Click ??Delete Account??Follow the instructions to delete all of your data on our serverFrom the PicCollage App (iOS and Android)Tap the ??????menu button in the top left cornerTap the PicCollage Community buttonTurn on the ??Social Network???toggle if it is not already activeLog into your PicCollage accountTap the Edit Account Info buttonScroll to the bottom of the page and tap ??Delete Account??Follow the instructions to delete all of your data on our serverDATA RETENTIONWe will delete your personal data immediately upon request unless we are required to retain your data for legal reasons or for any of the other reasons listed for disclosure in ??With Whom We Share Your Personal Information???above.",0
64,384,133_PicCollage_ Photo Grid Editor,"A NOTE TO CALIFORNIA
RESIDENTSIf you are a California resident, please see our Terms of Service to learn about your rights and access to data under the CCPA.
Additionally, California Civil Code Section 1798.83 permits you to request information regarding the disclosure of your personal information (if any) by PicCollage to third parties for the third parties' direct marketing purposes.
To make this request, please email support@cardinalblue.com or contact us using this address: Cardinal Blue Software, P.O. Box 390677, Mountain View, CA94039.","Privacy Policy | PicCollage Company PRIVACY POLICYThis ??Privacy Policy???describes how PicCollage (??PicCollage??? ??we??? ??us??? or ??our??? protects your privacy when you use PicCollage, which includes the website located at piccollage.com and all mobile phone and web applications developed by Cardinal Blue Software, Inc. (each, a ??PicCollage Service???and collectively, the ??PicCollage Services???, with the exception of the ??PicCollage EDU???application, which has a separate privacy policy.
PLEASE READ THIS PRIVACY POLICY CAREFULLY.
BY ACCESSING OR USING THE SERVICE, YOU AGREE TO BE BOUND BY THE TERMS AND CONDITIONS DESCRIBED HEREIN AND ALL TERMS AND CONDITIONS INCORPORATED BY REFERENCE.
IF YOU DO NOT AGREE TO ALL OF THE TERMS AND CONDITIONS SET FORTH BELOW, YOU MAY NOT USE THE PICCOLLAGE SERVICE.This Privacy Policy applies to information (including personal information) collected through the PicCollage Services.",0
65,415,137_Microsoft Word_ Edit Documents,"These session cookies are used for load balancing purposes and to ensure requests for a user session are handled by the same server.
We may also use the cookies of other Microsoft affiliates, companies, and partners, such as LinkedIn and Xandr. Third Party Cookies In addition to the cookies Microsoft sets when you visit our websites, we also use cookies from third parties to enhance the services on our sites.
Some third parties can also set cookies when you visit Microsoft sites.
For example: Companies we hire to provide services on our behalf, such as site analytics, place cookies when you visit our sites.","Because there is not yet a common understanding of how to interpret the DNT signal, Microsoft services do not currently respond to browser DNT signals.
We continue to work with the online industry to define a common understanding of how to treat DNT signals.
In the meantime, you can use the range of other tools we provide to control data collection and use, including the ability to opt out of receiving interest-based advertising from Microsoft as described above.
View Summary Learn more Back to top Cookies and similar technologies Cookies are small text files placed on your device to store data that can be recalled by a web server in the domain that placed the cookie.",0
66,514,137_Microsoft Word_ Edit Documents,"For more information on artificial intelligence and Copilot capabilities in Microsoft???s search products, please see Artificial Intelligence and Microsoft Copilot capabilities section above. Bing Bing services include search and mapping services, as well as other apps and programs described in this section.
Bing services collect and process data in many forms, including text that has been inked or typed, voice data, and images.
Bing services are also included within other Microsoft services, such as Microsoft 365, and certain features in Windows (which we refer to as Bing-powered experiences).
When you conduct a search, or use a feature of a Bing-powered experience that involves conducting a search or entering a command on your behalf, Microsoft will collect the searches or commands you provide (which may be in the form of text, voice data, or an image), along with your IP address, location, the unique identifiers contained in our cookies or similar technologies, the time and date of your search, and your browser configuration.","Browser activity, including browsing history and search terms, in Microsoft browsers (Microsoft Edge or Internet Explorer). Enhanced error reporting, including the memory state of the device when a system or app crash occurs (which may unintentionally contain user content, such as parts of a file you were using when the problem occurred).
Some of the data described above may not be collected from your device even if you choose to send Optional diagnostic data.
Microsoft minimizes the volume of Optional diagnostic data it collects from all devices by collecting some of the data from only a subset of devices (sample).
By running the Diagnostic Data Viewer tool, you can see an icon which indicates whether your device is part of a sample and also which specific data is collected from your device.",0
67,519,137_Microsoft Word_ Edit Documents,"If you choose to turn it on again, the advertising ID will be reset and a new identifier will be generated.
When a third-party app accesses the advertising ID, its use of the advertising ID will be subject to its own privacy policy.
Learn more about advertising ID in Windows.
The advertising ID setting does not apply to other methods of interest-based advertising delivered by Microsoft or third parties, such as cookies used to provide interest-based display ads on websites.","Browser activity, including browsing history and search terms, in Microsoft browsers (Microsoft Edge or Internet Explorer). Enhanced error reporting, including the memory state of the device when a system or app crash occurs (which may unintentionally contain user content, such as parts of a file you were using when the problem occurred).
Some of the data described above may not be collected from your device even if you choose to send Optional diagnostic data.
Microsoft minimizes the volume of Optional diagnostic data it collects from all devices by collecting some of the data from only a subset of devices (sample).
By running the Diagnostic Data Viewer tool, you can see an icon which indicates whether your device is part of a sample and also which specific data is collected from your device.",0
68,523,137_Microsoft Word_ Edit Documents,"Data retention.
For personalized advertising, we retain data for no more than 13 months, unless we obtain your consent to retain the data longer.
Sensitive Data.
Microsoft Advertising does not collect, process, or disclose personal data that qualifies as ??sensitive data???under applicable U.S. state data privacy laws for the purposes of providing personalized advertising.","Browser activity, including browsing history and search terms, in Microsoft browsers (Microsoft Edge or Internet Explorer). Enhanced error reporting, including the memory state of the device when a system or app crash occurs (which may unintentionally contain user content, such as parts of a file you were using when the problem occurred).
Some of the data described above may not be collected from your device even if you choose to send Optional diagnostic data.
Microsoft minimizes the volume of Optional diagnostic data it collects from all devices by collecting some of the data from only a subset of devices (sample).
By running the Diagnostic Data Viewer tool, you can see an icon which indicates whether your device is part of a sample and also which specific data is collected from your device.",0
69,535,137_Microsoft Word_ Edit Documents,"Administrator Data.
Administrator Data is the information provided to Microsoft during sign-up, purchase, or administration of Enterprise Online Services.
We use Administrator Data to provide the Enterprise Online Services, complete transactions, service the account, detect and prevent fraud, and comply with our legal obligations.
Administrator Data includes the name, address, phone number, and email address you provide, as well as aggregated usage data related to your account, such as the controls you select.","Browser activity, including browsing history and search terms, in Microsoft browsers (Microsoft Edge or Internet Explorer). Enhanced error reporting, including the memory state of the device when a system or app crash occurs (which may unintentionally contain user content, such as parts of a file you were using when the problem occurred).
Some of the data described above may not be collected from your device even if you choose to send Optional diagnostic data.
Microsoft minimizes the volume of Optional diagnostic data it collects from all devices by collecting some of the data from only a subset of devices (sample).
By running the Diagnostic Data Viewer tool, you can see an icon which indicates whether your device is part of a sample and also which specific data is collected from your device.",0
70,507,137_Microsoft Word_ Edit Documents,"When you create a personal Microsoft account, you will be asked to provide certain personal data and we will assign a unique ID number to identify your account and associated information.
While some products, such as those involving payment, require a real name, you can sign in to and use other Microsoft products without providing your real name.
Some data you provide, such as your display name, email address, and phone number, can be used to help others find and connect with you within Microsoft products.
For example, people who know your display name, email address, or phone number can use it to search for you on Skype or Microsoft Teams for personal use and send you an invite to connect with them.","If you are a Volume Licensing customer, you can control your contact information and subscription and licensing data in one location by visiting the Volume Licensing Service Center website. Xbox.
If you use the Xbox network or Xbox.com, you can view or edit your personal data, including billing and account information, privacy settings, and online safety and data sharing preferences by accessing My Xbox on the Xbox console or on the Xbox.com website.
We will respond to requests to control your personal data as required by applicable law.
Your communications preferences You can choose whether you wish to receive promotional communications from Microsoft by email, SMS, physical mail, and telephone.",0
71,528,137_Microsoft Word_ Edit Documents,"Learn more about activity history in Windows.
Back to top Advertising ID Windows generates a unique advertising ID for each person using a device, which app developers and advertising networks can then use for their own purposes, including providing relevant advertising in apps.
When the advertising ID is enabled, both Microsoft apps and third-party apps can access and use the advertising ID in much the same way that websites can access and use a unique identifier stored in a cookie.
Thus, your advertising ID can be used by app developers and advertising networks to provide more relevant advertising and other personalized experiences across their apps and on the web.","If you choose, you can always hide the search box or icon on the taskbar.
Bing experience improvement program for Bing Desktop and Bing Toolbar.
If you are using Bing Desktop or Bing Toolbar and choose to participate in the Bing Experience Improvement Program, we also collect additional data about how you use these specific Bing apps, such as the addresses of the websites you visit, to help improve search ranking and relevance.
To help protect your privacy, we do not use the data collected through the Bing Experience Improvement Program to identify or contact you or target advertising to you.",0
72,515,137_Microsoft Word_ Edit Documents,"Please see the Personal data we collect section for more information about the sensitive data we may collect.
Categories of Sensitive Data Account log-in, financial account, debit or credit card number, and the means to access the account (security or access code, password, credentials, etc.)
Sources of sensitive data: Interactions with users and organizations that represent users Purposes of Processing (Collection and Disclosure to Third Parties): Provide the product and fulfill requested financial transactions Recipients: Service providers and payment processing providers Precise geo-location information Sources of sensitive data: Users???interactions with the products Purposes of Processing (Collection and Disclosure to Third Parties): Provide the service requested; product improvement; some attributes may be disclosed to third parties to provide the service Recipients: Users and service providers (please see the Windows Location Services and Recording section of our privacy statement for more information) Racial or ethnic origin, religious or philosophical beliefs, or union membership Sources of sensitive data: Communications with users Purposes of Processing (Collection and Disclosure to Third Parties): Conduct research studies to better understand how our products are used and perceived and for the purposes of improving the product experiences Recipients: Service providers Medical or mental health, sex life, or sexual orientation Sources of sensitive data: Communications with users Purposes of Processing (Collection and Disclosure to Third Parties): Conduct research studies to better understand how our products are used and perceived and for the purposes of improving the product experiences and accessibility Recipients: Service providers Contents of your mail, email, or text messages (where Microsoft is not the intended recipient of the communication)
Sources of sensitive data: Users???interactions with the products Purposes of Processing (Collection and Disclosure to Third Parties): Provide our products; improve the product experience; safety; and help, secure, and troubleshoot Recipients: Service providers Personal data collected from a known child under 13 years of age Sources of sensitive data: Interactions with users and organizations that represent users Purposes of Processing (Collection and Disclosure to Third Parties): Provide our products; product improvement; product development; recommendations; help, secure, and troubleshoot; and safety Recipients: Service providers and user-directed entities (in accordance with your Microsoft Family Safety settings) While the bulleted list above contains the primary sources and purposes of processing for personal data collected from children under 13, we also collect personal data from the sources listed in the Collection of Data from Children section.","Likewise, where we need to collect personal data by law or to enter into or carry out a contract with you, and you do not provide the data, we will not be able to enter into the contract; or if this relates to an existing product you???re using, we may have to suspend or cancel it.
Where providing the data is optional, and you choose not to share personal data, features like personalization that use the data will not work for you.
The data we collect depends on the context of your interactions with Microsoft and the choices you make (including your privacy settings), the products and features you use, your location, and applicable law.
The data we collect can include the following: Name and contact data.",0
73,399,137_Microsoft Word_ Edit Documents,"You can also trim, adjust volume levels, or apply other modifications as needed, and playback your recordings.
Your recordings are autosaved and stored in your Documents folder for easy access, and you can share your recorded audio with friends and family.
Microsoft Clipchamp is a video editor designed to make video creation easy.
It allows users to combine videos, images, and audio files, as well as add text and effects, and then save the finished video to their device, or store their videos in their personal OneDrive via their Microsoft account.","Protect the rights or property of Microsoft, including enforcing the terms governing the use of the services???however, if we receive information indicating that someone is using our services to traffic in stolen intellectual or physical property of Microsoft, we will not inspect a customer's private content ourselves, but we may refer the matter to law enforcement.
For more information about data we disclose in response to requests from law enforcement and other government agencies, please see our Law Enforcement Requests Report.
Please note that some of our products include links to or otherwise enable you to access products of third parties whose privacy practices differ from those of Microsoft.
If you provide personal data to any of those products, your data is governed by their privacy policies.",0
74,416,137_Microsoft Word_ Edit Documents,"Because there is not yet a common understanding of how to interpret the DNT signal, Microsoft services do not currently respond to browser DNT signals.
We continue to work with the online industry to define a common understanding of how to treat DNT signals.
In the meantime, you can use the range of other tools we provide to control data collection and use, including the ability to opt out of receiving interest-based advertising from Microsoft as described above.
View Summary Learn more Back to top Cookies and similar technologies Cookies are small text files placed on your device to store data that can be recalled by a web server in the domain that placed the cookie.","Protect the rights or property of Microsoft, including enforcing the terms governing the use of the services???however, if we receive information indicating that someone is using our services to traffic in stolen intellectual or physical property of Microsoft, we will not inspect a customer's private content ourselves, but we may refer the matter to law enforcement.
For more information about data we disclose in response to requests from law enforcement and other government agencies, please see our Law Enforcement Requests Report.
Please note that some of our products include links to or otherwise enable you to access products of third parties whose privacy practices differ from those of Microsoft.
If you provide personal data to any of those products, your data is governed by their privacy policies.",0
75,495,137_Microsoft Word_ Edit Documents,"Microsoft will use this data as described in this statement or as further limited by our contractual obligations with our partners.
You should refer to the privacy policies of the third-party services for any questions about how they collect and use data.
Data passed to destination website.
When you select a search result or advertisement from a Bing search results page and go to the destination website, the destination website will receive the standard data your browser sends to every web site you visit???such as your IP address, browser type and language, and the host name of the site you came from (in this case, https://www.bing.com/).","Protect the rights or property of Microsoft, including enforcing the terms governing the use of the services???however, if we receive information indicating that someone is using our services to traffic in stolen intellectual or physical property of Microsoft, we will not inspect a customer's private content ourselves, but we may refer the matter to law enforcement.
For more information about data we disclose in response to requests from law enforcement and other government agencies, please see our Law Enforcement Requests Report.
Please note that some of our products include links to or otherwise enable you to access products of third parties whose privacy practices differ from those of Microsoft.
If you provide personal data to any of those products, your data is governed by their privacy policies.",0
76,555,137_Microsoft Word_ Edit Documents,"Safety.
In order to help make the Xbox network a safe gaming environment and enforce the Community Standards for Xbox, we may collect and review voice, text, images, videos and in-game content (such as game clips you upload, conversations you have, and things you post in clubs and games).
We prohibit cheating, hacking, account stealing, and any other unauthorized or fraudulent activity when you use an Xbox online game or any network-connected app on your Xbox console, PC, or mobile device.
Such technologies may create digital signatures (known as ??hashes??? using certain information collected from your Xbox console, PC, or mobile device, and how you use that device.","Protect the rights or property of Microsoft, including enforcing the terms governing the use of the services???however, if we receive information indicating that someone is using our services to traffic in stolen intellectual or physical property of Microsoft, we will not inspect a customer's private content ourselves, but we may refer the matter to law enforcement.
For more information about data we disclose in response to requests from law enforcement and other government agencies, please see our Law Enforcement Requests Report.
Please note that some of our products include links to or otherwise enable you to access products of third parties whose privacy practices differ from those of Microsoft.
If you provide personal data to any of those products, your data is governed by their privacy policies.",0
77,430,137_Microsoft Word_ Edit Documents,"During the child Xbox profile creation, you will sign in with your own Microsoft account to verify that you are an adult organizer in your Microsoft family group.
We collect an alternate email address or phone number to boost account security.
If your child needs help accessing their account, they will be able to use one of these alternates to validate they own the Microsoft account.
We collect limited information about children, including name, birthdate, email address, and region.","The Maps app provides location-based services and uses Bing services to process your searches within the Maps app.
When the Maps app has access to your location, and you have enabled location-based services in Windows, when you use the ??@???key to initiate a search in supported text boxes in Windows apps, Bing services collects the text you type after the ??@???key to provide location-based suggestions.
To learn more about these Bing-powered experiences, see the Bing section of this privacy statement.
When the Maps app has access to your location, even when the app is not in use, Microsoft may collect de-identified location data from your device to improve Microsoft services.",0
78,465,137_Microsoft Word_ Edit Documents,"Because there is not yet a common understanding of how to interpret the DNT signal, Microsoft services do not currently respond to browser DNT signals.
We continue to work with the online industry to define a common understanding of how to treat DNT signals.
In the meantime, you can use the range of other tools we provide to control data collection and use, including the ability to opt out of receiving interest-based advertising from Microsoft as described above.
View Summary Learn more Back to top Cookies and similar technologies Cookies are small text files placed on your device to store data that can be recalled by a web server in the domain that placed the cookie.","The Maps app provides location-based services and uses Bing services to process your searches within the Maps app.
When the Maps app has access to your location, and you have enabled location-based services in Windows, when you use the ??@???key to initiate a search in supported text boxes in Windows apps, Bing services collects the text you type after the ??@???key to provide location-based suggestions.
To learn more about these Bing-powered experiences, see the Bing section of this privacy statement.
When the Maps app has access to your location, even when the app is not in use, Microsoft may collect de-identified location data from your device to improve Microsoft services.",0
79,427,137_Microsoft Word_ Edit Documents,"When you add an account to the Mail and Calendar app, your email, calendar items, files, contacts, and other settings from your account will automatically sync to your device and to Microsoft servers.
At any time, you can remove an account or make changes to the data that???s synced from your account.
To configure an account, you must provide the app with the account credentials (such as user name and password), which will be sent over the internet to the third-party provider???s server.
The app will first attempt to use a secure (SSL) connection to configure your account but will send this information unencrypted if your email provider does not support SSL.","These text messages are temporarily stored on your Windows device.
We never store your text messages on our servers or change or delete any text messages on your Android phone.
You can see messages sent via SMS (Short Message Service), MMS (Multimedia Messaging Service) on Android devices, and messages sent via RCS (Rich Communication Services) on select Samsung devices on select mobile operator networks.
To provide this functionality, Phone Link accesses the content of your text messages and the contact information of the individuals or businesses from whom you are receiving or sending text messages.",0
80,426,137_Microsoft Word_ Edit Documents,"Media Player is the default built-in player of multimedia (audio and video) files.
When you choose to open a multimedia file, Media Player will read the contents of that file.
When you open Media Player, it will read the contents of your Music library and Video library folders to populate its own Music library and Video library pages inside the Media Player to help you organize, view, and play multimedia content. To enrich your experience when playing music, Media Player will automatically attempt to display artist art and album art for the content you play and the content in your music library.
To provide this information, Media Player sends an information request to Microsoft containing standard device data, such as your device IP address, device software version, your regional and language settings, and an identifier for the content.","This requires your IT Administrator to have enabled Optional Connected Experiences for Microsoft Office applications and you will need to associate your mobile device with your work or school account and provide Photos permission to your account.
After onboarding, your session will last 15 minutes to enable you to transfer your Photos from your mobile device.
To use this feature again, you will need to scan your QR code.
Link to Windows does not collect your work or school account information or information about your Enterprise.",0
81,434,137_Microsoft Word_ Edit Documents,"You can also trim, adjust volume levels, or apply other modifications as needed, and playback your recordings.
Your recordings are autosaved and stored in your Documents folder for easy access, and you can share your recorded audio with friends and family.
Microsoft Clipchamp is a video editor designed to make video creation easy.
It allows users to combine videos, images, and audio files, as well as add text and effects, and then save the finished video to their device, or store their videos in their personal OneDrive via their Microsoft account.","This requires your IT Administrator to have enabled Optional Connected Experiences for Microsoft Office applications and you will need to associate your mobile device with your work or school account and provide Photos permission to your account.
After onboarding, your session will last 15 minutes to enable you to transfer your Photos from your mobile device.
To use this feature again, you will need to scan your QR code.
Link to Windows does not collect your work or school account information or information about your Enterprise.",0
82,527,137_Microsoft Word_ Edit Documents,"Administrator Data.
Administrator Data is the information provided to Microsoft during sign-up, purchase, or administration of Enterprise Online Services.
We use Administrator Data to provide the Enterprise Online Services, complete transactions, service the account, detect and prevent fraud, and comply with our legal obligations.
Administrator Data includes the name, address, phone number, and email address you provide, as well as aggregated usage data related to your account, such as the controls you select.","This requires your IT Administrator to have enabled Optional Connected Experiences for Microsoft Office applications and you will need to associate your mobile device with your work or school account and provide Photos permission to your account.
After onboarding, your session will last 15 minutes to enable you to transfer your Photos from your mobile device.
To use this feature again, you will need to scan your QR code.
Link to Windows does not collect your work or school account information or information about your Enterprise.",0
83,536,137_Microsoft Word_ Edit Documents,"Learn more about your Microsoft account, your data, and your choices.
Signing in to third-party products.
If you sign in to a third-party product with your Microsoft account, you will share data with the third party in accordance with the third party???s privacy policy.
The third party will also receive the version number assigned to your account (a new version number is assigned each time you change your sign-in data); and information that describes whether your account has been deactivated.","This requires your IT Administrator to have enabled Optional Connected Experiences for Microsoft Office applications and you will need to associate your mobile device with your work or school account and provide Photos permission to your account.
After onboarding, your session will last 15 minutes to enable you to transfer your Photos from your mobile device.
To use this feature again, you will need to scan your QR code.
Link to Windows does not collect your work or school account information or information about your Enterprise.",0
84,395,137_Microsoft Word_ Edit Documents,"Additionally, if feedback is provided using your work or school account, your feedback can be viewed through the Feedback Hub or via admin center by your organization???s administrators.
When you submit feedback to Microsoft about a problem or add more details to a problem, diagnostic data will be sent to Microsoft to improve Microsoft products and services.
Depending on your Diagnostic data settings in the Diagnostics & feedback section of the Windows settings, Feedback Hub will either send diagnostic data automatically or you will have the option to send it to Microsoft at the time you provide feedback.
Based on the category chosen when submitting feedback, there may be additional personal data collected that helps to further troubleshoot issues; for example, location related information when submitting feedback about location services or gaze related information when submitting feedback on Mixed Reality.","To activate this feature, you must enable Sync Contacts feature under Bluetooth settings on your iPhone.
We do not change or delete your call history on your iPhone.
Photos ???Android devices.
Phone Link allows you to copy, share, edit, save, or delete photos from your Android phone on your Windows device.",0
85,414,137_Microsoft Word_ Edit Documents,"Microsoft will use this data as described in this statement or as further limited by our contractual obligations with our partners.
You should refer to the privacy policies of the third-party services for any questions about how they collect and use data.
Data passed to destination website.
When you select a search result or advertisement from a Bing search results page and go to the destination website, the destination website will receive the standard data your browser sends to every web site you visit???such as your IP address, browser type and language, and the host name of the site you came from (in this case, https://www.bing.com/).","To activate this feature, you must enable Sync Contacts feature under Bluetooth settings on your iPhone.
We do not change or delete your call history on your iPhone.
Photos ???Android devices.
Phone Link allows you to copy, share, edit, save, or delete photos from your Android phone on your Windows device.",0
86,498,137_Microsoft Word_ Edit Documents,"This data is necessary because this information enables us to deliver these cloud-based connected experiences.
We refer to this data as required service data.
Required service data can include information related to the operation of the connected experience that is needed to keep the underlying service secure, up to date, and performing as expected.
If you choose to use a connected experience that analyzes your content, for example Translate in Word, the text you typed and selected to translate is also sent and processed to provide you the connected experience.","To activate this feature, you must enable Sync Contacts feature under Bluetooth settings on your iPhone.
We do not change or delete your call history on your iPhone.
Photos ???Android devices.
Phone Link allows you to copy, share, edit, save, or delete photos from your Android phone on your Windows device.",0
87,480,137_Microsoft Word_ Edit Documents,"Data collected by other advertising companies.
Advertisers sometimes include their own web beacons (or those of their other advertising partners) within their advertisements that we display, enabling them to set and read their own cookie.
Additionally, Microsoft partners with Xandr, a Microsoft company, and third-party ad companies to help provide some of our advertising services, and we also allow other third-party ad companies to display advertisements on our sites.
These third parties may place cookies on your computer and collect data about your online activities across websites or online services.","When you use cloud-based speech recognition technologies from Microsoft, whether enabled by the Online speech recognition setting or when you interact with HoloLens or voice typing, Microsoft collects and uses your voice recordings to provide the speech recognition service by creating a text transcription of the spoken words in the voice data.
Microsoft will not store, sample, or listen to your voice recordings without your permission.
You can use device-based speech recognition without sending your voice data to Microsoft.
However, Microsoft cloud-based speech recognition technologies provide more accurate recognition than the device-based speech recognition.",0
88,552,137_Microsoft Word_ Edit Documents,"This data is necessary because this information enables us to deliver these cloud-based connected experiences.
We refer to this data as required service data.
Required service data can include information related to the operation of the connected experience that is needed to keep the underlying service secure, up to date, and performing as expected.
If you choose to use a connected experience that analyzes your content, for example Translate in Word, the text you typed and selected to translate is also sent and processed to provide you the connected experience.","When you use cloud-based speech recognition technologies from Microsoft, whether enabled by the Online speech recognition setting or when you interact with HoloLens or voice typing, Microsoft collects and uses your voice recordings to provide the speech recognition service by creating a text transcription of the spoken words in the voice data.
Microsoft will not store, sample, or listen to your voice recordings without your permission.
You can use device-based speech recognition without sending your voice data to Microsoft.
However, Microsoft cloud-based speech recognition technologies provide more accurate recognition than the device-based speech recognition.",0
