id,filename,context1,context2,contextId1,contextId2,label,,,,
519,137_Microsoft Word_ Edit Documents,"If you choose to turn it on again, the advertising ID will be reset and a new identifier will be generated.
When a third-party app accesses the advertising ID, its use of the advertising ID will be subject to its own privacy policy.
Learn more about advertising ID in Windows.
The advertising ID setting does not apply to other methods of interest-based advertising delivered by Microsoft or third parties, such as cookies used to provide interest-based display ads on websites.","Browser activity, including browsing history and search terms, in Microsoft browsers (Microsoft Edge or Internet Explorer). Enhanced error reporting, including the memory state of the device when a system or app crash occurs (which may unintentionally contain user content, such as parts of a file you were using when the problem occurred).
Some of the data described above may not be collected from your device even if you choose to send Optional diagnostic data.
Microsoft minimizes the volume of Optional diagnostic data it collects from all devices by collecting some of the data from only a subset of devices (sample).
By running the Diagnostic Data Viewer tool, you can see an icon which indicates whether your device is part of a sample and also which specific data is collected from your device.",3611,3622,0,,,,
520,137_Microsoft Word_ Edit Documents,"Data about the performance of the products and any problems you experience, including error reports.
Error reports (sometimes called crash dumps) can include details of the software or hardware related to an error, contents of files opened when an error occurred, and data about other software on your device.
Troubleshooting and help data.
Data you provide when you contact Microsoft for help, such as the products you use, and other details that help us provide support.","Protect the rights or property of Microsoft, including enforcing the terms governing the use of the serviceshowever, if we receive information indicating that someone is using our services to traffic in stolen intellectual or physical property of Microsoft, we will not inspect a customer's private content ourselves, but we may refer the matter to law enforcement.
For more information about data we disclose in response to requests from law enforcement and other government agencies, please see our Law Enforcement Requests Report.
Please note that some of our products include links to or otherwise enable you to access products of third parties whose privacy practices differ from those of Microsoft.
If you provide personal data to any of those products, your data is governed by their privacy policies.",3056,3142,-1,,,,
521,137_Microsoft Word_ Edit Documents,"Content.
Content of your files and communications you input, upload, receive, create, and control.
For example, if you transmit a file using Skype to another Skype user, we need to collect the content of that file to display it to you and the other user.
If you receive an email using Outlook.com, we need to collect the content of that email to deliver it to your inbox, display it to you, enable you to reply to it, and store it for you until you choose to delete it.","If you are a Volume Licensing customer, you can control your contact information and subscription and licensing data in one location by visiting the Volume Licensing Service Center website. Xbox.
If you use the Xbox network or Xbox.com, you can view or edit your personal data, including billing and account information, privacy settings, and online safety and data sharing preferences by accessing My Xbox on the Xbox console or on the Xbox.com website.
We will respond to requests to control your personal data as required by applicable law.
Your communications preferences You can choose whether you wish to receive promotional communications from Microsoft by email, SMS, physical mail, and telephone.",3069,3168,-1,,,,
522,137_Microsoft Word_ Edit Documents,"For Microsoft products and services that require parental consent, a parent can view and delete certain data belonging to their child from the parents privacy dashboard: browsing history, search history, location activity, media activity, apps and service activity, and product and service performance data.
To delete this data, a parent can sign in to their privacy dashboard and manage their childs activities.
Please note that a parents ability to access and/or delete a childs personal information on their privacy dashboard will vary depending on the laws where you are located.
Additionally, a parent can contact our privacy support team through the privacy support form and, following authentication, request that the data types on the privacy dashboard together with the following data be deleted: software, setup, and inventory; device connectivity and configuration; feedback and ratings; fitness and activity; support content; support interactions; and environmental sensor.","Because there is not yet a common understanding of how to interpret the DNT signal, Microsoft services do not currently respond to browser DNT signals.
We continue to work with the online industry to define a common understanding of how to treat DNT signals.
In the meantime, you can use the range of other tools we provide to control data collection and use, including the ability to opt out of receiving interest-based advertising from Microsoft as described above.
View Summary Learn more Back to top Cookies and similar technologies Cookies are small text files placed on your device to store data that can be recalled by a web server in the domain that placed the cookie.",3272,3178,-1,,,,
523,137_Microsoft Word_ Edit Documents,"Data retention.
For personalized advertising, we retain data for no more than 13 months, unless we obtain your consent to retain the data longer.
Sensitive Data.
Microsoft Advertising does not collect, process, or disclose personal data that qualifies as sensitive data under applicable U.S. state data privacy laws for the purposes of providing personalized advertising.","Browser activity, including browsing history and search terms, in Microsoft browsers (Microsoft Edge or Internet Explorer). Enhanced error reporting, including the memory state of the device when a system or app crash occurs (which may unintentionally contain user content, such as parts of a file you were using when the problem occurred).
Some of the data described above may not be collected from your device even if you choose to send Optional diagnostic data.
Microsoft minimizes the volume of Optional diagnostic data it collects from all devices by collecting some of the data from only a subset of devices (sample).
By running the Diagnostic Data Viewer tool, you can see an icon which indicates whether your device is part of a sample and also which specific data is collected from your device.",3361,3622,0,,,,
524,137_Microsoft Word_ Edit Documents,"In the bulleted list below, we outline the categories of data we share for personalized advertising purposes, the recipients of the personal data, and our purposes of processing.
For a description of the data included in each category, please see the Personal data we collect section.
Categories of Personal Data Name and contact data Recipients: Third parties that perform online advertising services for Microsoft or that use Microsofts advertising technologies Purposes of Processing: To deliver personalized advertising based on your interests Demographic data Recipients: Third parties that perform online advertising services for Microsoft or that use Microsofts advertising technologies Purposes of Processing: To deliver personalized advertising based on your interests Subscription and licensing data Recipients: Third parties that perform online advertising services for Microsoft or that use Microsofts advertising technologies Purposes of Processing: To deliver personalized advertising based on your interests Interactions Recipients: Third parties that perform online advertising services for Microsoft or that use Microsofts advertising technologies Purposes of Processing: To deliver personalized advertising based on your interests Please see the Advertising section for more information about our advertising practices, and our U.S. State Data Privacy Laws Notice for more information on sharing for personalized advertising purposes under applicable U.S. state laws. Rights.
You have the right to (i) know what personal data we collect, use, disclose, share, and sell, (ii) delete your personal data, (iii) correct your personal data, (iv) restrict the use and disclosure of your sensitive data, (v) receive a copy of your personal data, and (vi) opt-out of sharing your personal data with third parties for personalized advertising purposes on third party sites.","Browser activity, including browsing history and search terms, in Microsoft browsers (Microsoft Edge or Internet Explorer). Enhanced error reporting, including the memory state of the device when a system or app crash occurs (which may unintentionally contain user content, such as parts of a file you were using when the problem occurred).
Some of the data described above may not be collected from your device even if you choose to send Optional diagnostic data.
Microsoft minimizes the volume of Optional diagnostic data it collects from all devices by collecting some of the data from only a subset of devices (sample).
By running the Diagnostic Data Viewer tool, you can see an icon which indicates whether your device is part of a sample and also which specific data is collected from your device.",3323,3622,-1,,,,
525,137_Microsoft Word_ Edit Documents,"Content.
Content of your files and communications you input, upload, receive, create, and control.
For example, if you transmit a file using Skype to another Skype user, we need to collect the content of that file to display it to you and the other user.
If you receive an email using Outlook.com, we need to collect the content of that email to deliver it to your inbox, display it to you, enable you to reply to it, and store it for you until you choose to delete it.","Protect the rights or property of Microsoft, including enforcing the terms governing the use of the serviceshowever, if we receive information indicating that someone is using our services to traffic in stolen intellectual or physical property of Microsoft, we will not inspect a customer's private content ourselves, but we may refer the matter to law enforcement.
For more information about data we disclose in response to requests from law enforcement and other government agencies, please see our Law Enforcement Requests Report.
Please note that some of our products include links to or otherwise enable you to access products of third parties whose privacy practices differ from those of Microsoft.
If you provide personal data to any of those products, your data is governed by their privacy policies.",3069,3142,-1,,,,
526,137_Microsoft Word_ Edit Documents,"To activate this feature, you must enable Sync Contacts feature under Bluetooth settings on your iPhone.
We do not change or delete your call history on your iPhone.
Photos C Android devices.
Phone Link allows you to copy, share, edit, save, or delete photos from your Android phone on your Windows device.","Protect the rights or property of Microsoft, including enforcing the terms governing the use of the serviceshowever, if we receive information indicating that someone is using our services to traffic in stolen intellectual or physical property of Microsoft, we will not inspect a customer's private content ourselves, but we may refer the matter to law enforcement.
For more information about data we disclose in response to requests from law enforcement and other government agencies, please see our Law Enforcement Requests Report.
Please note that some of our products include links to or otherwise enable you to access products of third parties whose privacy practices differ from those of Microsoft.
If you provide personal data to any of those products, your data is governed by their privacy policies.",3685,3142,-1,,,,
527,137_Microsoft Word_ Edit Documents,"Administrator Data.
Administrator Data is the information provided to Microsoft during sign-up, purchase, or administration of Enterprise Online Services.
We use Administrator Data to provide the Enterprise Online Services, complete transactions, service the account, detect and prevent fraud, and comply with our legal obligations.
Administrator Data includes the name, address, phone number, and email address you provide, as well as aggregated usage data related to your account, such as the controls you select.","This requires your IT Administrator to have enabled Optional Connected Experiences for Microsoft Office applications and you will need to associate your mobile device with your work or school account and provide Photos permission to your account.
After onboarding, your session will last 15 minutes to enable you to transfer your Photos from your mobile device.
To use this feature again, you will need to scan your QR code.
Link to Windows does not collect your work or school account information or information about your Enterprise.",3401,3693,0,,,,
528,137_Microsoft Word_ Edit Documents,"Learn more about activity history in Windows.
Back to top Advertising ID Windows generates a unique advertising ID for each person using a device, which app developers and advertising networks can then use for their own purposes, including providing relevant advertising in apps.
When the advertising ID is enabled, both Microsoft apps and third-party apps can access and use the advertising ID in much the same way that websites can access and use a unique identifier stored in a cookie.
Thus, your advertising ID can be used by app developers and advertising networks to provide more relevant advertising and other personalized experiences across their apps and on the web.","If you choose, you can always hide the search box or icon on the taskbar.
Bing experience improvement program for Bing Desktop and Bing Toolbar.
If you are using Bing Desktop or Bing Toolbar and choose to participate in the Bing Experience Improvement Program, we also collect additional data about how you use these specific Bing apps, such as the addresses of the websites you visit, to help improve search ranking and relevance.
To help protect your privacy, we do not use the data collected through the Bing Experience Improvement Program to identify or contact you or target advertising to you.",3609,3532,0,,,,
529,137_Microsoft Word_ Edit Documents,"Cookies are small text files placed on your device to store data that can be recalled by a web server in the domain that placed the cookie.
This data often consists of a string of numbers and letters that uniquely identifies your computer, but it can contain other information as well.
Some cookies are placed by third parties acting on our behalf.
We use cookies and similar technologies to store and honor your preferences and settings, enable you to sign-in, provide interest-based advertising, combat fraud, analyze how our products perform, and fulfill other legitimate purposes described below.","Browser activity, including browsing history and search terms, in Microsoft browsers (Microsoft Edge or Internet Explorer). Enhanced error reporting, including the memory state of the device when a system or app crash occurs (which may unintentionally contain user content, such as parts of a file you were using when the problem occurred).
Some of the data described above may not be collected from your device even if you choose to send Optional diagnostic data.
Microsoft minimizes the volume of Optional diagnostic data it collects from all devices by collecting some of the data from only a subset of devices (sample).
By running the Diagnostic Data Viewer tool, you can see an icon which indicates whether your device is part of a sample and also which specific data is collected from your device.",3188,3622,-1,,,,
530,137_Microsoft Word_ Edit Documents,"Because there is not yet a common understanding of how to interpret the DNT signal, Microsoft services do not currently respond to browser DNT signals.
We continue to work with the online industry to define a common understanding of how to treat DNT signals.
In the meantime, you can use the range of other tools we provide to control data collection and use, including the ability to opt out of receiving interest-based advertising from Microsoft as described above.
View Summary Learn more Back to top Cookies and similar technologies Cookies are small text files placed on your device to store data that can be recalled by a web server in the domain that placed the cookie.","Because there is not yet a common understanding of how to interpret the DNT signal, Microsoft services do not currently respond to browser DNT signals.
We continue to work with the online industry to define a common understanding of how to treat DNT signals.
In the meantime, you can use the range of other tools we provide to control data collection and use, including the ability to opt out of receiving interest-based advertising from Microsoft as described above.
View Summary Learn more Back to top Cookies and similar technologies Cookies are small text files placed on your device to store data that can be recalled by a web server in the domain that placed the cookie.",3178,3178,-1,,,,
531,137_Microsoft Word_ Edit Documents,"The data associated with a third-party Microsoft account, and how it will be used, is generally similar to the use and collection of data associated with a personal Microsoft account.
Your service provider has control over your account, including the ability to access or delete your account.
You should carefully review the terms the third party provided you to understand what it can do with your account.
View Summary Learn more Back to top Collection of data from children For users under the age of 13 or as specified by law in their jurisdiction, certain Microsoft products and services will either block users under that age or will ask them to obtain consent or authorization from a parent or guardian before they can use it, including when creating an account to access Microsoft services.","Categories of Sensitive Data Account log-in, financial account, debit or credit card number, and the means to access the account (security or access code, password, credentials, etc.)
Sources of sensitive data: Interactions with users and organizations that represent users Purposes of Processing (Collection and Disclosure to Third Parties): Provide the product and fulfill requested financial transactions Recipients: Service providers and payment processing providers Precise geo-location information Sources of sensitive data: Users interactions with the products Purposes of Processing (Collection and Disclosure to Third Parties): Provide the service requested; product improvement; some attributes may be disclosed to third parties to provide the service Recipients: Users and service providers (please see the Windows Location Services and Recording section of our privacy statement for more information) Racial or ethnic origin, religious or philosophical beliefs, or union membership Sources of sensitive data: Communications with users Purposes of Processing (Collection and Disclosure to Third Parties): Conduct research studies to better understand how our products are used and perceived and for the purposes of improving the product experiences Recipients: Service providers Medical or mental health, sex life, or sexual orientation Sources of sensitive data: Communications with users Purposes of Processing (Collection and Disclosure to Third Parties): Conduct research studies to better understand how our products are used and perceived and for the purposes of improving the product experiences and accessibility Recipients: Service providers Contents of your mail, email, or text messages (where Microsoft is not the intended recipient of the communication)
Sources of sensitive data: Users interactions with the products Purposes of Processing (Collection and Disclosure to Third Parties): Provide our products; improve the product experience; safety; and help, secure, and troubleshoot Recipients: Service providers Personal data collected from a known child under 13 years of age Sources of sensitive data: Interactions with users and organizations that represent users Purposes of Processing (Collection and Disclosure to Third Parties): Provide our products; product improvement; product development; recommendations; help, secure, and troubleshoot; and safety Recipients: Service providers and user-directed entities (in accordance with your Microsoft Family Safety settings) While the bulleted list above contains the primary sources and purposes of processing for personal data collected from children under 13, we also collect personal data from the sources listed in the Collection of Data from Children section.
We do not use or disclose your sensitive data for purposes other than the following: Perform the services or provide the goods you reasonably expect Help ensure the security and integrity of our services, systems, and data, to combat malicious deceptive, fraudulent or illegal acts, and to protect the physical safety of individuals, to the extent the processing is reasonably necessary and proportionate For short-term transient use (including non-personalized advertising), so long as the personal data is not disclosed to a third party, is not used for profiling, and is not used to alter an individuals experience outside the current interaction with Microsoft Perform services on behalf of Microsoft, such as maintaining accounts, providing customer service, processing, or fulfilling orders/transactions, verifying customer information, processing payments, providing financing, providing analytics, providing storage, and similar services Undertake activities to verify or maintain the quality or safety of, or improve, upgrade, or enhance a service or device owned or controlled by Microsoft Collect or process sensitive data where the collection or processing is not for inferring characteristics about the individual Any other activities in accordance with any future regulations that are issued pursuant to U.S. state data privacy laws De-Identified Data.",3265,3339,-1,,,,
532,137_Microsoft Word_ Edit Documents,"Learn more about your Microsoft account, your data, and your choices.
Signing in to third-party products.
If you sign in to a third-party product with your Microsoft account, you will share data with the third party in accordance with the third partys privacy policy.
The third party will also receive the version number assigned to your account (a new version number is assigned each time you change your sign-in data); and information that describes whether your account has been deactivated.","When you use cloud-based speech recognition technologies from Microsoft, whether enabled by the Online speech recognition setting or when you interact with HoloLens or voice typing, Microsoft collects and uses your voice recordings to provide the speech recognition service by creating a text transcription of the spoken words in the voice data.
Microsoft will not store, sample, or listen to your voice recordings without your permission.
You can use device-based speech recognition without sending your voice data to Microsoft.
However, Microsoft cloud-based speech recognition technologies provide more accurate recognition than the device-based speech recognition.",3253,3720,-1,,,,
533,137_Microsoft Word_ Edit Documents,"Updates.
We use data we collect to develop product updates and security patches.
For example, we may use information about your devices capabilities, such as available memory, to provide you a software update or security patch.
Updates and patches are intended to maximize your experience with our products, help you protect the privacy and security of your data, provide new features, and evaluate whether your device is ready to process such updates.","If you have decided to share optional diagnostic data, the data used to personalize offers may also include information about how you use apps and features, plus additional information about the health of your device.
We may also use information about your device and your activity to personalize offers locally on your device, even when the data does not leave your device.
We do not use the content of crash dumps, speech, typing, or inking input data for personalizing offers.
In addition to information about your device and how you use it, including Windows diagnostic data, we may use or combine the following data from other Microsoft products and your account with Windows diagnostic data to personalize offers: Web activity, if you give Microsoft Edge permission to collect your web activity for personalized search, ads, and news.",3108,3636,-1,,,,
534,137_Microsoft Word_ Edit Documents,"For more information on artificial intelligence and Copilot capabilities in Microsofts search products, please see Artificial Intelligence and Microsoft Copilot capabilities section above. Bing Bing services include search and mapping services, as well as other apps and programs described in this section.
Bing services collect and process data in many forms, including text that has been inked or typed, voice data, and images.
Bing services are also included within other Microsoft services, such as Microsoft 365, and certain features in Windows (which we refer to as Bing-powered experiences).
When you conduct a search, or use a feature of a Bing-powered experience that involves conducting a search or entering a command on your behalf, Microsoft will collect the searches or commands you provide (which may be in the form of text, voice data, or an image), along with your IP address, location, the unique identifiers contained in our cookies or similar technologies, the time and date of your search, and your browser configuration.","Because there is not yet a common understanding of how to interpret the DNT signal, Microsoft services do not currently respond to browser DNT signals.
We continue to work with the online industry to define a common understanding of how to treat DNT signals.
In the meantime, you can use the range of other tools we provide to control data collection and use, including the ability to opt out of receiving interest-based advertising from Microsoft as described above.
View Summary Learn more Back to top Cookies and similar technologies Cookies are small text files placed on your device to store data that can be recalled by a web server in the domain that placed the cookie.",3525,3178,-1,,,,
535,137_Microsoft Word_ Edit Documents,"Administrator Data.
Administrator Data is the information provided to Microsoft during sign-up, purchase, or administration of Enterprise Online Services.
We use Administrator Data to provide the Enterprise Online Services, complete transactions, service the account, detect and prevent fraud, and comply with our legal obligations.
Administrator Data includes the name, address, phone number, and email address you provide, as well as aggregated usage data related to your account, such as the controls you select.","Browser activity, including browsing history and search terms, in Microsoft browsers (Microsoft Edge or Internet Explorer). Enhanced error reporting, including the memory state of the device when a system or app crash occurs (which may unintentionally contain user content, such as parts of a file you were using when the problem occurred).
Some of the data described above may not be collected from your device even if you choose to send Optional diagnostic data.
Microsoft minimizes the volume of Optional diagnostic data it collects from all devices by collecting some of the data from only a subset of devices (sample).
By running the Diagnostic Data Viewer tool, you can see an icon which indicates whether your device is part of a sample and also which specific data is collected from your device.",3401,3622,0,,,,
536,137_Microsoft Word_ Edit Documents,"Learn more about your Microsoft account, your data, and your choices.
Signing in to third-party products.
If you sign in to a third-party product with your Microsoft account, you will share data with the third party in accordance with the third partys privacy policy.
The third party will also receive the version number assigned to your account (a new version number is assigned each time you change your sign-in data); and information that describes whether your account has been deactivated.","This requires your IT Administrator to have enabled Optional Connected Experiences for Microsoft Office applications and you will need to associate your mobile device with your work or school account and provide Photos permission to your account.
After onboarding, your session will last 15 minutes to enable you to transfer your Photos from your mobile device.
To use this feature again, you will need to scan your QR code.
Link to Windows does not collect your work or school account information or information about your Enterprise.",3253,3693,0,,,,
537,137_Microsoft Word_ Edit Documents,"For Microsoft products and services that require parental consent, a parent can view and delete certain data belonging to their child from the parents privacy dashboard: browsing history, search history, location activity, media activity, apps and service activity, and product and service performance data.
To delete this data, a parent can sign in to their privacy dashboard and manage their childs activities.
Please note that a parents ability to access and/or delete a childs personal information on their privacy dashboard will vary depending on the laws where you are located.
Additionally, a parent can contact our privacy support team through the privacy support form and, following authentication, request that the data types on the privacy dashboard together with the following data be deleted: software, setup, and inventory; device connectivity and configuration; feedback and ratings; fitness and activity; support content; support interactions; and environmental sensor.","If you use the Xbox network or Xbox.com, you can view or edit your personal data, including billing and account information, privacy settings, and online safety and data sharing preferences by accessing My Xbox on the Xbox console or on the Xbox.com website.
We will respond to requests to control your personal data as required by applicable law.
Your communications preferences You can choose whether you wish to receive promotional communications from Microsoft by email, SMS, physical mail, and telephone.
If you receive promotional email or SMS messages from us and would like to opt out, you can do so by following the directions in that message.",3272,3169,-1,,,,
538,137_Microsoft Word_ Edit Documents,"When you create a personal Microsoft account, you will be asked to provide certain personal data and we will assign a unique ID number to identify your account and associated information.
While some products, such as those involving payment, require a real name, you can sign in to and use other Microsoft products without providing your real name.
Some data you provide, such as your display name, email address, and phone number, can be used to help others find and connect with you within Microsoft products.
For example, people who know your display name, email address, or phone number can use it to search for you on Skype or Microsoft Teams for personal use and send you an invite to connect with them.","In the list below, we outline the categories of sensitive data we collect, the sources of the sensitive data, our purposes of processing, and the categories of third party recipients with whom we share the sensitive data.
Please see the Personal data we collect section for more information about the sensitive data we may collect.
Categories of Sensitive Data Account log-in, financial account, debit or credit card number, and the means to access the account (security or access code, password, credentials, etc.)
Sources of sensitive data: Interactions with users and organizations that represent users Purposes of Processing (Collection and Disclosure to Third Parties): Provide the product and fulfill requested financial transactions Recipients: Service providers and payment processing providers Precise geo-location information Sources of sensitive data: Users interactions with the products Purposes of Processing (Collection and Disclosure to Third Parties): Provide the service requested; product improvement; some attributes may be disclosed to third parties to provide the service Recipients: Users and service providers (please see the Windows Location Services and Recording section of our privacy statement for more information) Racial or ethnic origin, religious or philosophical beliefs, or union membership Sources of sensitive data: Communications with users Purposes of Processing (Collection and Disclosure to Third Parties): Conduct research studies to better understand how our products are used and perceived and for the purposes of improving the product experiences Recipients: Service providers Medical or mental health, sex life, or sexual orientation Sources of sensitive data: Communications with users Purposes of Processing (Collection and Disclosure to Third Parties): Conduct research studies to better understand how our products are used and perceived and for the purposes of improving the product experiences and accessibility Recipients: Service providers Contents of your mail, email, or text messages (where Microsoft is not the intended recipient of the communication)",3247,3337,-1,,,,
539,137_Microsoft Word_ Edit Documents,"When the Deleted Items folder is emptied, those emptied items remain in our system for up to 30 days before final deletion, unless we are legally required to retain the data for longer.
Outlook applications.
Outlook client applications are software you install on your device that permits you to manage email, calendar items, files, contacts, and other data from email, file storage, and other services, like Exchange Online or Outlook.com, or servers, like Microsoft Exchange.
You can use multiple accounts from different providers, including third-party providers, with Outlook applications, including the new Outlook for Windows app. To add an account, you must provide permission for Outlook to access data from the email or file storage services.","This requires your IT Administrator to have enabled Optional Connected Experiences for Microsoft Office applications and you will need to associate your mobile device with your work or school account and provide Photos permission to your account.
After onboarding, your session will last 15 minutes to enable you to transfer your Photos from your mobile device.
To use this feature again, you will need to scan your QR code.
Link to Windows does not collect your work or school account information or information about your Enterprise.",3495,3693,-1,,,,
540,137_Microsoft Word_ Edit Documents,"Safety.
In order to help make the Xbox network a safe gaming environment and enforce the Community Standards for Xbox, we may collect and review voice, text, images, videos and in-game content (such as game clips you upload, conversations you have, and things you post in clubs and games).
We prohibit cheating, hacking, account stealing, and any other unauthorized or fraudulent activity when you use an Xbox online game or any network-connected app on your Xbox console, PC, or mobile device.
Such technologies may create digital signatures (known as hashes) using certain information collected from your Xbox console, PC, or mobile device, and how you use that device.","When you use cloud-based speech recognition technologies from Microsoft, whether enabled by the Online speech recognition setting or when you interact with HoloLens or voice typing, Microsoft collects and uses your voice recordings to provide the speech recognition service by creating a text transcription of the spoken words in the voice data.
Microsoft will not store, sample, or listen to your voice recordings without your permission.
You can use device-based speech recognition without sending your voice data to Microsoft.
However, Microsoft cloud-based speech recognition technologies provide more accurate recognition than the device-based speech recognition.",3810,3720,-1,,,,
541,137_Microsoft Word_ Edit Documents,"We may also use such data to select and deliver ads on third party digital properties.
When the advertising ID is enabled in Windows as part of your privacy settings, third parties can access and use the advertising ID (much the same way that websites can access and use a unique identifier stored in a cookie) to select and deliver ads in such apps.
We may share data we collect with internal and external partners, such as Xandr, Yahoo, or Facebook (see below), so that the ads you see in our products and their products are more relevant and valuable to you.
Advertisers may choose to place our web beacons on their sites, or use similar technologies, in order to allow Microsoft to collect information on their sites such as activities, purchases, and visits; we use this data on behalf of our advertising customers to provide ads.","Protect the rights or property of Microsoft, including enforcing the terms governing the use of the serviceshowever, if we receive information indicating that someone is using our services to traffic in stolen intellectual or physical property of Microsoft, we will not inspect a customer's private content ourselves, but we may refer the matter to law enforcement.
For more information about data we disclose in response to requests from law enforcement and other government agencies, please see our Law Enforcement Requests Report.
Please note that some of our products include links to or otherwise enable you to access products of third parties whose privacy practices differ from those of Microsoft.
If you provide personal data to any of those products, your data is governed by their privacy policies.",3354,3142,-1,,,,
542,137_Microsoft Word_ Edit Documents,"During the child Xbox profile creation, you will sign in with your own Microsoft account to verify that you are an adult organizer in your Microsoft family group.
We collect an alternate email address or phone number to boost account security.
If your child needs help accessing their account, they will be able to use one of these alternates to validate they own the Microsoft account.
We collect limited information about children, including name, birthdate, email address, and region.","Categories of Sensitive Data Account log-in, financial account, debit or credit card number, and the means to access the account (security or access code, password, credentials, etc.)
Sources of sensitive data: Interactions with users and organizations that represent users Purposes of Processing (Collection and Disclosure to Third Parties): Provide the product and fulfill requested financial transactions Recipients: Service providers and payment processing providers Precise geo-location information Sources of sensitive data: Users interactions with the products Purposes of Processing (Collection and Disclosure to Third Parties): Provide the service requested; product improvement; some attributes may be disclosed to third parties to provide the service Recipients: Users and service providers (please see the Windows Location Services and Recording section of our privacy statement for more information) Racial or ethnic origin, religious or philosophical beliefs, or union membership Sources of sensitive data: Communications with users Purposes of Processing (Collection and Disclosure to Third Parties): Conduct research studies to better understand how our products are used and perceived and for the purposes of improving the product experiences Recipients: Service providers Medical or mental health, sex life, or sexual orientation Sources of sensitive data: Communications with users Purposes of Processing (Collection and Disclosure to Third Parties): Conduct research studies to better understand how our products are used and perceived and for the purposes of improving the product experiences and accessibility Recipients: Service providers Contents of your mail, email, or text messages (where Microsoft is not the intended recipient of the communication)
Sources of sensitive data: Users interactions with the products Purposes of Processing (Collection and Disclosure to Third Parties): Provide our products; improve the product experience; safety; and help, secure, and troubleshoot Recipients: Service providers Personal data collected from a known child under 13 years of age Sources of sensitive data: Interactions with users and organizations that represent users Purposes of Processing (Collection and Disclosure to Third Parties): Provide our products; product improvement; product development; recommendations; help, secure, and troubleshoot; and safety Recipients: Service providers and user-directed entities (in accordance with your Microsoft Family Safety settings) While the bulleted list above contains the primary sources and purposes of processing for personal data collected from children under 13, we also collect personal data from the sources listed in the Collection of Data from Children section.
We do not use or disclose your sensitive data for purposes other than the following: Perform the services or provide the goods you reasonably expect Help ensure the security and integrity of our services, systems, and data, to combat malicious deceptive, fraudulent or illegal acts, and to protect the physical safety of individuals, to the extent the processing is reasonably necessary and proportionate For short-term transient use (including non-personalized advertising), so long as the personal data is not disclosed to a third party, is not used for profiling, and is not used to alter an individuals experience outside the current interaction with Microsoft Perform services on behalf of Microsoft, such as maintaining accounts, providing customer service, processing, or fulfilling orders/transactions, verifying customer information, processing payments, providing financing, providing analytics, providing storage, and similar services Undertake activities to verify or maintain the quality or safety of, or improve, upgrade, or enhance a service or device owned or controlled by Microsoft Collect or process sensitive data where the collection or processing is not for inferring characteristics about the individual Any other activities in accordance with any future regulations that are issued pursuant to U.S. state data privacy laws De-Identified Data.",3284,3339,-1,,,,
543,137_Microsoft Word_ Edit Documents,"These session cookies are used for load balancing purposes and to ensure requests for a user session are handled by the same server.
We may also use the cookies of other Microsoft affiliates, companies, and partners, such as LinkedIn and Xandr. Third Party Cookies In addition to the cookies Microsoft sets when you visit our websites, we also use cookies from third parties to enhance the services on our sites.
Some third parties can also set cookies when you visit Microsoft sites.
For example: Companies we hire to provide services on our behalf, such as site analytics, place cookies when you visit our sites.","Protect the rights or property of Microsoft, including enforcing the terms governing the use of the serviceshowever, if we receive information indicating that someone is using our services to traffic in stolen intellectual or physical property of Microsoft, we will not inspect a customer's private content ourselves, but we may refer the matter to law enforcement.
For more information about data we disclose in response to requests from law enforcement and other government agencies, please see our Law Enforcement Requests Report.
Please note that some of our products include links to or otherwise enable you to access products of third parties whose privacy practices differ from those of Microsoft.
If you provide personal data to any of those products, your data is governed by their privacy policies.",3211,3142,-1,,,,
544,137_Microsoft Word_ Edit Documents,"For these purposes, we combine data we collect from different contexts (for example, from your use of two Microsoft products).
For example, Microsoft Store uses information about the apps and services you use to make personalized app recommendations.
However, we have built in technological and procedural safeguards designed to prevent certain data combinations where required by law.
For example, where required by law, we store data we collect from you when you are unauthenticated (not signed in) separately from any account information that directly identifies you, such as your name, email address, or phone number.","Likewise, where we need to collect personal data by law or to enter into or carry out a contract with you, and you do not provide the data, we will not be able to enter into the contract; or if this relates to an existing product youre using, we may have to suspend or cancel it.
Where providing the data is optional, and you choose not to share personal data, features like personalization that use the data will not work for you.
The data we collect depends on the context of your interactions with Microsoft and the choices you make (including your privacy settings), the products and features you use, your location, and applicable law.
The data we collect can include the following: Name and contact data.",3085,3052,-1,,,,
