app_id,entity,datatype,text
124_Eyezy – GPS Location Tracker,3rd-party,person name,"""Eyezy may collects, stores and processes personal data, which are related to third-parties' products purchasing on the Website.""
""However, in case of conflict situations in progress Eyezy may store personal data for 180 days period or more if the processing is necessary for the establishment, exercise or defense of legal claims and for compliance with a legal obligation which requires processing by Union or Member State law to which the controller is subject in case of an expired account or in case data subject requested to delete his personal data.""
""In this case we are a Data controller and may process such categories of your personal data: full name;""
""The processing of personal data, such as the name, address, email address, telephone number or billing information of a data subject shall always be in line with the General Data Protection Regulation (GDPR), and in accordance with the country-specific data protection regulations applicable to Company."""
124_Eyezy – GPS Location Tracker,3rd-party,phone number,"""Eyezy may collects, stores and processes personal data, which are related to third-parties' products purchasing on the Website.""
""However, in case of conflict situations in progress Eyezy may store personal data for 180 days period or more if the processing is necessary for the establishment, exercise or defense of legal claims and for compliance with a legal obligation which requires processing by Union or Member State law to which the controller is subject in case of an expired account or in case data subject requested to delete his personal data.""
""Our customer support specialists may request your phone number via live chat or email.""
""The processing of personal data, such as the name, address, email address, telephone number or billing information of a data subject shall always be in line with the General Data Protection Regulation (GDPR), and in accordance with the country-specific data protection regulations applicable to Company."""
124_Eyezy – GPS Location Tracker,we,email address,"""In this case we are a Data controller and may process such categories of your personal data: email;""
""This Privacy Policy describes the privacy practices for the Website Eyezy.com (hereinafter \""Website\"", \""Site\"") operated by Fortunex Limited (hereinafter \""we\"", \""us\"", \""our\"", \""Company\"") and how the Website, operated by Company, collect and use the personal data you provide on the Website, with the purpose to use Eyezy and Services (hereinafter referred to as the \""Eyezy Services\"")."""
124_Eyezy – GPS Location Tracker,we,person name,"""In this case we are a Data controller and may process such categories of your personal data: full name;""
""This Privacy Policy describes the privacy practices for the Website Eyezy.com (hereinafter \""Website\"", \""Site\"") operated by Fortunex Limited (hereinafter \""we\"", \""us\"", \""our\"", \""Company\"") and how the Website, operated by Company, collect and use the personal data you provide on the Website, with the purpose to use Eyezy and Services (hereinafter referred to as the \""Eyezy Services\"")."""
124_Eyezy – GPS Location Tracker,we,phone number,"""In some cases, we may collect your phone numbers to be able to properly issue you a refund.""
""This Privacy Policy describes the privacy practices for the Website Eyezy.com (hereinafter \""Website\"", \""Site\"") operated by Fortunex Limited (hereinafter \""we\"", \""us\"", \""our\"", \""Company\"") and how the Website, operated by Company, collect and use the personal data you provide on the Website, with the purpose to use Eyezy and Services (hereinafter referred to as the \""Eyezy Services\"")."""
125_My Family - Family Locator,3rd-party,advertising identifier,"""Family Locator may then use the child's personal information as described in this Privacy Policy.""
""Privacy Policy describes how Family Locator collects, uses, shares and secures the personal data of the users of Family Locator Service (the \""Users\"" or \""you\"" or \""yours\"", as applicable).""
""The child's personal information will be shared with other members of the family account.""
""These third-party ad partners may collect information such as clickstream information, timestamp, hashed email address, device ID or AdID, and information about your use of third-party applications.""
""These third-party partners may use this information according to their own privacy policies.""
""We may share your personal information, including your location data, driving sensor data, unique identifiers or AD IDs and other data with third parties for their marketing and business purposes, including without limitation, to inform and improve third-party advertising.""
""We may, and you hereby authorize us to, disclose your Personal Information (including messages) to a third party without your consent: if we have reason to believe that disclosing this information is necessary to identify, contact or bring legal action against someone who may be causing injury to or interference with (either intentionally or unintentionally) our rights or property, other website users, or anyone else (including the rights or property of anyone else) that could be harmed by such activities, in connection with any legal investigation, when we believe in good faith that such disclosure is required by and in accordance with the law or to respond to subpoenas or warrants served on Family Locator, to any third party with your prior consent to do so."""
125_My Family - Family Locator,3rd-party,email address,"""Family Locator may then use the child's personal information as described in this Privacy Policy.""
""Personal Information is personally identifiable information such as your name, telephone number, email address and any other non-public information about you that is associated with or linked to any of the foregoing information.""
""Privacy Policy describes how Family Locator collects, uses, shares and secures the personal data of the users of Family Locator Service (the \""Users\"" or \""you\"" or \""yours\"", as applicable).""
""The child's personal information will be shared with other members of the family account.""
""These third-party ad partners may collect information such as clickstream information, timestamp, hashed email address, device ID or AdID, and information about your use of third-party applications.""
""These third-party partners may use this information according to their own privacy policies.""
""We may share your personal information, including your location data, driving sensor data, unique identifiers or AD IDs and other data with third parties for their marketing and business purposes, including without limitation, to inform and improve third-party advertising.""
""We may, and you hereby authorize us to, disclose your Personal Information (including messages) to a third party without your consent: if we have reason to believe that disclosing this information is necessary to identify, contact or bring legal action against someone who may be causing injury to or interference with (either intentionally or unintentionally) our rights or property, other website users, or anyone else (including the rights or property of anyone else) that could be harmed by such activities, in connection with any legal investigation, when we believe in good faith that such disclosure is required by and in accordance with the law or to respond to subpoenas or warrants served on Family Locator, to any third party with your prior consent to do so.""
""We share your personal information, including name, email, location and driving event data, with others within your Family Locator circles.""
""When you create an account, we may collect your personal information such as your username, first and last name, birth date, email address, mobile phone number and a photo, if you choose to have a photo associated with your account."""
125_My Family - Family Locator,3rd-party,geographical location,"""Family Locator may then use the child's personal information as described in this Privacy Policy.""
""Privacy Policy describes how Family Locator collects, uses, shares and secures the personal data of the users of Family Locator Service (the \""Users\"" or \""you\"" or \""yours\"", as applicable).""
""The child's personal information will be shared with other members of the family account.""
""These third-party partners may use this information according to their own privacy policies.""
""We may share your personal information, including your location data, driving sensor data, unique identifiers or AD IDs and other data with third parties for their marketing and business purposes, including without limitation, to inform and improve third-party advertising.""
""We may, and you hereby authorize us to, disclose your Personal Information (including messages) to a third party without your consent: if we have reason to believe that disclosing this information is necessary to identify, contact or bring legal action against someone who may be causing injury to or interference with (either intentionally or unintentionally) our rights or property, other website users, or anyone else (including the rights or property of anyone else) that could be harmed by such activities, in connection with any legal investigation, when we believe in good faith that such disclosure is required by and in accordance with the law or to respond to subpoenas or warrants served on Family Locator, to any third party with your prior consent to do so.""
""We share your personal information, including name, email, location and driving event data, with others within your Family Locator circles.""
""When you access the Family Locator Service by or through a mobile device, we may receive or collect and store a unique identification numbers associated with your device or our mobile application (including, for example, a UDID, Unique ID for Advertisers (\""IDFA\""), Google Ad ID, or other identifier), mobile carrier, device type, model and manufacturer, mobile device operating system brand and model, phone number, and, depending on your mobile device settings, your geographical location data, including GPS coordinates (e.g. latitude and/or longitude), WiFi location or similar information regarding the location of your mobile device."""
125_My Family - Family Locator,3rd-party,person name,"""Family Locator may then use the child's personal information as described in this Privacy Policy.""
""Personal Information is personally identifiable information such as your name, telephone number, email address and any other non-public information about you that is associated with or linked to any of the foregoing information.""
""Privacy Policy describes how Family Locator collects, uses, shares and secures the personal data of the users of Family Locator Service (the \""Users\"" or \""you\"" or \""yours\"", as applicable).""
""The child's personal information will be shared with other members of the family account.""
""These third-party partners may use this information according to their own privacy policies.""
""We may share your personal information, including your location data, driving sensor data, unique identifiers or AD IDs and other data with third parties for their marketing and business purposes, including without limitation, to inform and improve third-party advertising.""
""We may, and you hereby authorize us to, disclose your Personal Information (including messages) to a third party without your consent: if we have reason to believe that disclosing this information is necessary to identify, contact or bring legal action against someone who may be causing injury to or interference with (either intentionally or unintentionally) our rights or property, other website users, or anyone else (including the rights or property of anyone else) that could be harmed by such activities, in connection with any legal investigation, when we believe in good faith that such disclosure is required by and in accordance with the law or to respond to subpoenas or warrants served on Family Locator, to any third party with your prior consent to do so.""
""We share your personal information, including name, email, location and driving event data, with others within your Family Locator circles.""
""When you create an account, we may collect your personal information such as your username, first and last name, birth date, email address, mobile phone number and a photo, if you choose to have a photo associated with your account."""
125_My Family - Family Locator,3rd-party,phone number,"""Family Locator may then use the child's personal information as described in this Privacy Policy.""
""Personal Information is personally identifiable information such as your name, telephone number, email address and any other non-public information about you that is associated with or linked to any of the foregoing information.""
""Privacy Policy describes how Family Locator collects, uses, shares and secures the personal data of the users of Family Locator Service (the \""Users\"" or \""you\"" or \""yours\"", as applicable).""
""The child's personal information will be shared with other members of the family account.""
""These third-party partners may use this information according to their own privacy policies.""
""We may share your personal information, including your location data, driving sensor data, unique identifiers or AD IDs and other data with third parties for their marketing and business purposes, including without limitation, to inform and improve third-party advertising.""
""We may, and you hereby authorize us to, disclose your Personal Information (including messages) to a third party without your consent: if we have reason to believe that disclosing this information is necessary to identify, contact or bring legal action against someone who may be causing injury to or interference with (either intentionally or unintentionally) our rights or property, other website users, or anyone else (including the rights or property of anyone else) that could be harmed by such activities, in connection with any legal investigation, when we believe in good faith that such disclosure is required by and in accordance with the law or to respond to subpoenas or warrants served on Family Locator, to any third party with your prior consent to do so.""
""When you create an account, we may collect your personal information such as your username, first and last name, birth date, email address, mobile phone number and a photo, if you choose to have a photo associated with your account."""
125_My Family - Family Locator,we,advertising identifier,"""If you are an individual from the European Economic Area (EEA), we use your Personal Information, we may process your personal data on one or more of the following legal grounds: (i) because processing is necessary to perform a contract with you, such as to deliver the Family Locator Service; (ii) to comply with our legal obligations; (iii) because processing is necessary for purposes of our legitimate interest or those of any third party recipients that receive your personal data, provided that such interests are not overridden by your interests or fundamental rights and freedoms.""
""Privacy Policy\n\n6. How Long We Retain Your Personal Information:""
""We may also process your Personal Information based on your consent where you have expressly given that to us.""
""We may disclose personal Information in some other limited circumstances, but we will specifically describe them to you when we collect the information, such as in the terms of use for a new service or by revising this Privacy Policy.""
""We may share your personal information, including your location data, driving sensor data, unique identifiers or AD IDs and other data with third parties for their marketing and business purposes, including without limitation, to inform and improve third-party advertising.""
""We share your personal information, including name, email, location and driving event data, with others within your Family Locator circles.""
""We will retain your Personal Information for as long as is needed to fulfill the purposes outlined in this Privacy Policy, unless a longer retention period is required or permitted by law (such as tax, accounting or other legal requirements).""
""When we have no ongoing legitimate business need to process your personal information, we will either delete or anonymize it, or, if this is not possible (for example, because your personal information has been stored in backup archives), then we will securely store your personal information and isolate it from any further processing until deletion is possible.""
""When you access the Family Locator Service by or through a mobile device, we may receive or collect and store a unique identification numbers associated with your device or our mobile application (including, for example, a UDID, Unique ID for Advertisers (\""IDFA\""), Google Ad ID, or other identifier), mobile carrier, device type, model and manufacturer, mobile device operating system brand and model, phone number, and, depending on your mobile device settings, your geographical location data, including GPS coordinates (e.g. latitude and/or longitude), WiFi location or similar information regarding the location of your mobile device.""
""When you create an account, we may collect your personal information such as your username, first and last name, birth date, email address, mobile phone number and a photo, if you choose to have a photo associated with your account."""
125_My Family - Family Locator,we,email address,"""If you want to add a child or family member's name to your account, we collect the child or family member's name, email address, and mobile phone number."""
125_My Family - Family Locator,we,geographical location,"""If you turn off location sharing we will not share your location with your family members; however, while you are logged in to your account, we will continue to collect your location information in order to provide the Family Locator Service (for example, to provide the Family Locator Services or to share your location with the members you allow to see your location).""
""We collect the location of your designated Location Alerts to provide notifications when you arrive and leave a specific Place.""
""We collect your unique user identifier and your location through GPS, WiFi, or wireless network triangulation in order to obtain your location for the purposes of providing the Family Locator Service.""
""We maintain location information only so long as is reasonable to provide the Service and then delete the location data.""
""When you access the Family Locator Service by or through a mobile device, we may receive or collect and store a unique identification numbers associated with your device or our mobile application (including, for example, a UDID, Unique ID for Advertisers (\""IDFA\""), Google Ad ID, or other identifier), mobile carrier, device type, model and manufacturer, mobile device operating system brand and model, phone number, and, depending on your mobile device settings, your geographical location data, including GPS coordinates (e.g. latitude and/or longitude), WiFi location or similar information regarding the location of your mobile device."""
125_My Family - Family Locator,we,person name,"""If you want to add a child or family member's name to your account, we collect the child or family member's name, email address, and mobile phone number."""
125_My Family - Family Locator,we,phone number,"""If you want to add a child or family member's name to your account, we collect the child or family member's name, email address, and mobile phone number."""
128_Fast Launcher,we,geographical location,"""Device information: such as your Internet Protocol (IP) address, unique device identifiers, bundle IDs, device data (including manufacturer, make and model), anonymous IDs used for advertising or created by third-party social networks, operating system, carrier code (Android only), carrier name, mobile carrier code, mobile network information, computer and connection information, browser type, current applications, browsing activity, date and time, and imprecise or general device location information (e.g., city, region, country, language) or precise location (e.g., GPS coordinates or other location information).""
""We automatically collect device information (such as your mobile device ID, model, and manufacturer), operating system, version information, and system configuration information, device and application identification numbers, browser type and version, hardware model, Internet service provider and/or mobile carrier, and Internet Protocol (IP) address.""
""Your privacy is important to Fast Launcher Team (\""we\"" or \""us\"") and we are committed to protecting your privacy."""
"130_Mirror: Emoji maker, Stickers",we,geographical location,"""Mirror AI, Inc. (\""Mirror,\"" \""we\"" or \""us\"") offers services, such as the Mirror app and the Oblik app (the \""App\"") that enable people to create stickers and emoji (\""Emoji\"") for a range of activities, like photo and video editing, and sharing.""
""When we do this, we may also collect information that is part of the things you share, such as the location of a photo or the date a file was created.""
""You consent to Mirror's practices as set out in this privacy policy when you choose to use the App, the Emoji, our features to edit or create emoji for the App (\""Emoji Editor\""), our website (https://www.mirror-ai.com or the \""Site\""), or our other product and services (collectively the \""Services\"")."""
132_PhotoshopExpress,3rd-party,email address,"""Adobe uses the information we collect about you for the following purposes: As required by Adobe to conduct our business and pursue our legitimate interests: Sharing account information registered under a business email address with employers for account migration purposes;"""
132_PhotoshopExpress,we,email address,"""Adobe uses the information we collect about you for the following purposes: As required by Adobe to conduct our business and pursue our legitimate interests: Analyzing your use and measuring effectiveness of our Services and Software, including recordings, to better understand how they are being used so we can improve them and engage and retain users;""
""Identifiers and contact information, such as: Email address;""
""When you visit an Adobe office, we will collect Identifiers and Contact information such as your name, company name, and email address; and Audio, electronic, visual, or similar information including facial images and voice information such as from CCTV video or voice recordings and photos.""
""Where you give appropriate permissions, we will receive contact and identifier information about you from your social networking account, such as name, country, and basic demographic information."""
132_PhotoshopExpress,we,person name,"""Adobe uses the information we collect about you for the following purposes: As required by Adobe to conduct our business and pursue our legitimate interests: Analyzing your use and measuring effectiveness of our Services and Software, including recordings, to better understand how they are being used so we can improve them and engage and retain users;""
""Identifiers and contact information, such as: Name;""
""We will collect information which you have made publicly available on your social networking account, such as name and interests in our products and services, when you interact with our social networking pages.""
""When you visit an Adobe office, we will collect Identifiers and Contact information such as your name, company name, and email address; and Audio, electronic, visual, or similar information including facial images and voice information such as from CCTV video or voice recordings and photos.""
""Where you give appropriate permissions, we will receive contact and identifier information about you from your social networking account, such as name, country, and basic demographic information."""
132_PhotoshopExpress,we,phone number,"""Adobe uses the information we collect about you for the following purposes: As required by Adobe to conduct our business and pursue our legitimate interests: Analyzing your use and measuring effectiveness of our Services and Software, including recordings, to better understand how they are being used so we can improve them and engage and retain users;""
""Identifiers and contact information, such as: Telephone number;""
""When you visit an Adobe office, we will collect Identifiers and Contact information such as your name, company name, and email address; and Audio, electronic, visual, or similar information including facial images and voice information such as from CCTV video or voice recordings and photos.""
""Where you give appropriate permissions, we will receive contact and identifier information about you from your social networking account, such as name, country, and basic demographic information."""
133_PicCollage: Photo Grid Editor,3rd-party,email address,"""Please note PicCollage will collect your username and email address when you consent to create an account.""
""This \"" Privacy Policy \"" describes how PicCollage (\"" PicCollage \"", \"" we \"", \"" us \"", or \"" our \"") protects your privacy when you use PicCollage, which includes the website located at  piccollage.com  and all mobile phone and web applications developed by  Cardinal Blue Software, Inc. (each, a \"" PicCollage Service \"" and collectively, the \"" PicCollage Services \""), with the exception of the \""PicCollage EDU\"" application, which has a separate privacy policy."""
133_PicCollage: Photo Grid Editor,we,email address,"""Please note we will receive your IP address and email address when you try to contact us through Zendesk."""
135_MOVA - AI Hug Video & Filter,3rd-party,geographical location,"""Approximate geolocation information.""
""In the past 12 months, we collected the following categories of personal information:""
""Your Personal Information may be transmitted to trusted third parties to help us better understand how our users use our services, to provide better services, or based on your requests."""
135_MOVA - AI Hug Video & Filter,we,geographical location,""". (\""ORIGO Game\"", \""we\"", \""us\"" or \""our\"")""
""Approximate geolocation information.""
""In the past 12 months, we collected the following categories of personal information:""
""This Privacy Policy explains how we collect, process, and use your Personal Information through the MOVA App.""
""We may process your Personal Information for the following purposes:""
""We retain personal information for as long as needed or permitted for the purposes for which it was obtained and consistent with applicable law."""
135_MOVA - AI Hug Video & Filter,we,person name,""". (\""ORIGO Game\"", \""we\"", \""us\"" or \""our\"")""
""Hence, we need to collect parent's or guardian's personal information including name and online contact information to enable us to communicate and obtain consents from them."""
136_Google One,3rd-party,email address,"""An affiliate is an entity that belongs to the Google group of companies, including the following companies that provide consumer services in the EU: Google Ireland Limited, Google Commerce Ltd, Google Payment Corp, and Google Dialer Inc.""
""Depending on your available settings, some examples of how we use the information we collect across our services include: When you're signed in to your Google Account and search on Google, you can see search results from the public web, along with relevant information from the content you have in other Google products, like Gmail or Google Calendar.""
""If you're a member of an organization that uses Google Workspace or Google Cloud Platform, learn how these services collect and use your personal information in the Google Cloud Privacy Notice .""
""Related privacy practices\n\nKey terms\n\nPersonal information""
""Specific Google services""
""This is information that you provide to us which personally identifies you, such as your name, email address, or billing information, or other data that can be reasonably linked to such information by Google, such as information we associate with your Google Account.""
""We provide personal information to our affiliates and other trusted businesses or persons to process it for us, based on our instructions and in compliance with our Privacy Policy and any other appropriate confidentiality and security measures.""
""Web & App Activity also has a subsetting that lets you control whether information about your activity on other sites, apps, and devices that use Google services , such as apps you install and use on Android, is saved in your Google Account and used to improve Google services.""
""Websites and apps that integrate Google services like ads and analytics share information with us."""
136_Google One,3rd-party,person name,"""An affiliate is an entity that belongs to the Google group of companies, including the following companies that provide consumer services in the EU: Google Ireland Limited, Google Commerce Ltd, Google Payment Corp, and Google Dialer Inc.""
""Depending on your available settings, some examples of how we use the information we collect across our services include: When you're signed in to your Google Account and search on Google, you can see search results from the public web, along with relevant information from the content you have in other Google products, like Gmail or Google Calendar.""
""If you're a member of an organization that uses Google Workspace or Google Cloud Platform, learn how these services collect and use your personal information in the Google Cloud Privacy Notice .""
""Related privacy practices\n\nKey terms\n\nPersonal information""
""Specific Google services""
""This is information that you provide to us which personally identifies you, such as your name, email address, or billing information, or other data that can be reasonably linked to such information by Google, such as information we associate with your Google Account.""
""We provide personal information to our affiliates and other trusted businesses or persons to process it for us, based on our instructions and in compliance with our Privacy Policy and any other appropriate confidentiality and security measures.""
""Web & App Activity also has a subsetting that lets you control whether information about your activity on other sites, apps, and devices that use Google services , such as apps you install and use on Android, is saved in your Google Account and used to improve Google services.""
""Websites and apps that integrate Google services like ads and analytics share information with us.""
""When you create a Google Account, you provide us with personal information that includes your name and a password."""
136_Google One,3rd-party,phone number,"""For example, if you see an ad for a nearby flower shop and select the \""tap to call\"" button, we'll connect your call and may share your phone number with the flower shop."""
136_Google One,we,email address,"""And we analyze your content to help us detect abuse such as spam, malware, and illegal content.""
""For example, if you add a credit card or other payment method to your Google Account, you can use it to buy things across our services, like apps in the Play Store.""
""For example, you can sign up for a Google Account if you want to create and manage content like emails and photos, or see more relevant search results.""
""If you use our services to make and receive calls or send and receive messages , we may collect call and message log information like your phone number, calling-party number, receiving-party number, forwarding numbers, sender and recipient email address, time and date of calls and messages, duration of calls, routing information, and types and volumes of calls and messages.""
""Related privacy practices\n\nKey terms\n\nPersonal information""
""Sharing your information\n\nWhen Google shares your information\n\nFor legal reasons\n\nWe will share personal information outside of Google if we have a good-faith belief that disclosure of the information is reasonably necessary to:""
""Sharing your information\n\nWhen Google shares your information\n\nWith your consent\n\nWe'll share personal information outside of Google when we have your consent.""
""This is information that you provide to us which personally identifies you, such as your name, email address, or billing information, or other data that can be reasonably linked to such information by Google, such as information we associate with your Google Account.""
""We may use the information we collect across our services and across your devices for the purposes described above.""
""We provide personal information to our affiliates and other trusted businesses or persons to process it for us, based on our instructions and in compliance with our Privacy Policy and any other appropriate confidentiality and security measures.""
""We use information we collect, like your email address, to interact with you directly.""
""We use the information we collect to customize our services for you, including providing recommendations, personalized content, and customized search results .""
""When you create a Google Account, you provide us with personal information that includes your name and a password.""
""When you're not signed in to a Google Account, we store the information we collect with unique identifiers tied to the browser, application, or device you're using."""
136_Google One,we,geographical location,"""For example, if you add a credit card or other payment method to your Google Account, you can use it to buy things across our services, like apps in the Play Store.""
""We collect location information when you use our services, which helps us offer features like driving directions, search results for things near you, and ads based on your location."""
136_Google One,we,person name,"""For example, if you add a credit card or other payment method to your Google Account, you can use it to buy things across our services, like apps in the Play Store.""
""Related privacy practices\n\nKey terms\n\nPersonal information""
""Sharing your information\n\nWhen Google shares your information\n\nFor legal reasons\n\nWe will share personal information outside of Google if we have a good-faith belief that disclosure of the information is reasonably necessary to:""
""Sharing your information\n\nWhen Google shares your information\n\nWith your consent\n\nWe'll share personal information outside of Google when we have your consent.""
""This is information that you provide to us which personally identifies you, such as your name, email address, or billing information, or other data that can be reasonably linked to such information by Google, such as information we associate with your Google Account.""
""We provide personal information to our affiliates and other trusted businesses or persons to process it for us, based on our instructions and in compliance with our Privacy Policy and any other appropriate confidentiality and security measures.""
""When you create a Google Account, you provide us with personal information that includes your name and a password."""
136_Google One,we,phone number,"""For example, if you add a credit card or other payment method to your Google Account, you can use it to buy things across our services, like apps in the Play Store.""
""For example, if you see an ad for a nearby flower shop and select the \""tap to call\"" button, we'll connect your call and may share your phone number with the flower shop."""
137_Microsoft Word: Edit Documents,3rd-party,advertising identifier,"""For example: When the advertising ID is enabled in Windows as part of your privacy settings, third parties can access and use the advertising ID (much the same way that websites can access and use a unique identifier stored in a cookie) to select and deliver ads in such apps.""
""Thus, your advertising ID can be used by app developers and advertising networks to provide more relevant advertising and other personalized experiences across their apps and on the web.""
""When the advertising ID is enabled, both Microsoft apps and third-party apps can access and use the advertising ID in much the same way that websites can access and use a unique identifier stored in a cookie."""
137_Microsoft Word: Edit Documents,3rd-party,email address,"""For example, where required by law, we store data we collect from you when you are unauthenticated (not signed in) separately from any account information that directly identifies you, such as your name, email address, or phone number.""
""However, we prohibit these analytics providers from using web beacons on our sites to collect or access information that directly identifies you (such as your name or email address).""
""OneDrive for Business collects and transmits personal data for authentication, such as your email address and password, which will be transmitted to Microsoft and/or to the provider of your Microsoft 365 or Office 365 service.""
""This data may include: your Xbox user identifier, gamertag, limited account info such as country and age range, data about your in-game communications, any Xbox enforcement activity, game-play sessions (for example, moves made in-game, types of vehicles used in-game), your presence on the Xbox network, the time you spend playing the game or app, rankings, statistics, gamer profiles, avatars, or gamerpics, friends lists, activity feeds for official clubs you belong to, official club memberships, and any content you create or submit in the game or app.""
""This data may include: your child's Xbox user identifier, gamertag, limited account info such as country and age range, data about your child's in-game communications, any Xbox enforcement activity, game-play sessions (for example, moves made in-game or types of vehicles used in-game), your child's presence on the Xbox network, the time they spend playing the game or app, rankings, statistics, gamer profiles, avatars, or gamerpics, friends lists, activity feeds for official clubs they belong to, official club memberships, and any content they create or submit in the game or app.""
""When you use an Xbox online game or any network-connected app on your Xbox console, PC, or mobile device, the publisher of that game or app has access to data about your usage to help the publisher deliver, support, and improve its product.""
""When your child uses an Xbox online game or any network-connected app on their Xbox console, PC, or mobile device, the publisher of that game or app has access to data about their usage to help the publisher deliver, support, and improve its product."""
137_Microsoft Word: Edit Documents,3rd-party,geographical location,"""Certain Family Safety features, such as Location Sharing, Drive Safety, Share Drives, Places, and Location Alerts will use your location information when enabled.""
""Data about a Windows device's recent location history is also stored on the device even if not using a Microsoft account, and certain apps and Windows features can access this location history.""
""For example, a photo editing app might access your device's camera to let you take a new photo or access photos or videos stored on your device for editing, and a restaurant guide might use your location to provide nearby recommendations.""
""Go to Start > Settings > Privacy or Privacy & Security , select the feature (for example, Calendar), and then select which app permissions are on or off.""
""If you are using the mobile Outlook application, that data will also sync to Microsoft servers to enable additional features such as faster search, personalized filtering of less important mail, and an ability to add email attachments from linked file storage providers without leaving the Outlook application.""
""If you turn on Location services, apps that cannot use your precise location may still have access to your general location, such as your city, postal code, or region.""
""If you use a Microsoft product provided by an organization you are affiliated with, such as an employer or school, or use an email address provided by such organization to access Microsoft products, we share certain data, such as interaction data and diagnostic data to enable your organization to manage the products.""
""If you use a Microsoft product with an account provided by an organization you are affiliated with, such as your work or school account, that organization can: Access and process your data, including the interaction data, diagnostic data, and the contents of your communications and files associated with your Microsoft product and product accounts.""
""If your device has a SIM card or is otherwise using cellular service, your mobile operator will have access to your device's location.""
""In the Windows settings app, you can also view which apps have access to the device's precise location or your device's location history, turn off or on access to the device's location for particular apps, or turn off access to the device's location.""
""On a supported device, Smart App Control starts in evaluation mode and the data we collect for Microsoft Defender SmartScreen such as file name, a hash of the file's contents, the download location, and the file's digital certificates, is used to help determine whether your device is a good candidate to use Smart App Control for additional security protection.""
""Other examples of interactions data include: Location data . Data about your device's location, which can be either precise or imprecise.""
""Some features and apps request location permission when you first install Windows, some ask the first time you use the app, and others ask every time you access the device's location.""
""The Mobile Plan App will use your IMEI, IMSI, EID, ICCID, and Country (coarse location determined by Cellular Network ID or WiFi Reverse IP) to determine which mobile operators are available in your area.""
""To provide a better experience, such as which language to display to you, Clipchamp will collect your imprecise location.""
""When either Microsoft Defender SmartScreen or Smart App Control checks a file, data about that file is sent to Microsoft, including the file name, a hash of the file's contents, the download location, and the file's digital certificates.""
""When you sign into Windows with your Microsoft account, Windows can store your settings, files, and device configuration data in Microsoft's servers.""
""Windows services and features, apps running on Windows, and websites opened in Windows browsers can access the device's location through Windows if your settings allow them to do so.""
""Windows will only use the stored settings, files, and device configuration data to make it easier for you to migrate your experience on a different device.""
""Within this core experience, users can search the web, create text, images, songs, or other outputs, or engage with other features, such as plugins.""
""You can share your static or live location with individuals or groups within Teams."""
137_Microsoft Word: Edit Documents,3rd-party,imei,"""In addition, IP address, device identifiers (such as the IMEI number for phones), regional and language settings, and information about WLAN access points near your device.""
""The Mobile Plan App will use your IMEI, IMSI, EID, ICCID, and Country (coarse location determined by Cellular Network ID or WiFi Reverse IP) to determine which mobile operators are available in your area.""
""When requesting media usage rights, Silverlight will provide the rights server with an ID for the DRM-protected content file and basic data about your device, including data about the DRM components on your device such as their revision and security levels, and a unique identifier for your device.""
""When you attempt to play content that requires a DRM update, Silverlight will send a request to a Microsoft server containing basic data about your device, including information about the DRM components on your computer such as their revision and security levels, troubleshooting data, and a unique identifier for your device."""
137_Microsoft Word: Edit Documents,3rd-party,person name,"""As indicated in the Reasons we share personal data section, we share personal data with third parties for various business and commercial purposes.""
""For example, where required by law, we store data we collect from you when you are unauthenticated (not signed in) separately from any account information that directly identifies you, such as your name, email address, or phone number.""
""However, we prohibit these analytics providers from using web beacons on our sites to collect or access information that directly identifies you (such as your name or email address).""
""Microsoft Privacy Statement\n\nOther important privacy information\n\nU.S. State Data Privacy\n\nCategories of Personal Data : Name and contact data""
""The feedback feature in PC Manager may also process personal data if you include it in the feedback you provide to Microsoft.""
""This data may include: your Xbox user identifier, gamertag, limited account info such as country and age range, data about your in-game communications, any Xbox enforcement activity, game-play sessions (for example, moves made in-game, types of vehicles used in-game), your presence on the Xbox network, the time you spend playing the game or app, rankings, statistics, gamer profiles, avatars, or gamerpics, friends lists, activity feeds for official clubs you belong to, official club memberships, and any content you create or submit in the game or app.""
""This data may include: your child's Xbox user identifier, gamertag, limited account info such as country and age range, data about your child's in-game communications, any Xbox enforcement activity, game-play sessions (for example, moves made in-game or types of vehicles used in-game), your child's presence on the Xbox network, the time they spend playing the game or app, rankings, statistics, gamer profiles, avatars, or gamerpics, friends lists, activity feeds for official clubs they belong to, official club memberships, and any content they create or submit in the game or app.""
""We also share personal data with vendors or agents working on our behalf for the purposes described in this statement.""
""When you permit push notifications for Microsoft products or applications on a non-Windows device, the operating system of that device will process some personal data to provide push notifications.""
""When you use an Xbox online game or any network-connected app on your Xbox console, PC, or mobile device, the publisher of that game or app has access to data about your usage to help the publisher deliver, support, and improve its product.""
""When your child uses an Xbox online game or any network-connected app on their Xbox console, PC, or mobile device, the publisher of that game or app has access to data about their usage to help the publisher deliver, support, and improve its product."""
